ADDR | HEX  |       BINARY       | UNSIGNED |  S10 |  S12 |  S16
426  | 0B44 | 0000_1011_0100_0100 |     2884 | -188 | -1212 | 2884
427  | 0806 | 0000_1000_0000_0110 |     2054 |    6 | -2042 | 2054
428  | 00DF | 0000_0000_1101_1111 |      223 |  223 |  223 |  223
429  | 07C2 | 0000_0111_1100_0010 |     1986 |  -62 | 1986 | 1986
42A  | 00DB | 0000_0000_1101_1011 |      219 |  219 |  219 |  219
42B  | 0399 | 0000_0011_1001_1001 |      921 | -103 |  921 |  921
42C  | 7BBD | 0111_1011_1011_1101 |    31677 |  -67 | -1091 | 31677
42D  | 0805 | 0000_1000_0000_0101 |     2053 |    5 | -2043 | 2053
42E  | 00DC | 0000_0000_1101_1100 |      220 |  220 |  220 |  220
42F  | 7B62 | 0111_1011_0110_0010 |    31586 | -158 | -1182 | 31586
430  | 0760 | 0000_0111_0110_0000 |     1888 | -160 | 1888 | 1888
431  | 00D9 | 0000_0000_1101_1001 |      217 |  217 |  217 |  217
432  | 08E2 | 0000_1000_1110_0010 |     2274 |  226 | -1822 | 2274
433  | 00D9 | 0000_0000_1101_1001 |      217 |  217 |  217 |  217
434  | 0464 | 0000_0100_0110_0100 |     1124 |  100 | 1124 | 1124
435  | 039C | 0000_0011_1001_1100 |      924 | -100 |  924 |  924
436  | 0B20 | 0000_1011_0010_0000 |     2848 | -224 | -1248 | 2848
437  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
438  | 081A | 0000_1000_0001_1010 |     2074 |   26 | -2022 | 2074
439  | 781E | 0111_1000_0001_1110 |    30750 |   30 | -2018 | 30750
43A  | 7CDD | 0111_1100_1101_1101 |    31965 |  221 | -803 | 31965
43B  | 085A | 0000_1000_0101_1010 |     2138 |   90 | -1958 | 2138
43C  | 0BC5 | 0000_1011_1100_0101 |     3013 |  -59 | -1083 | 3013
43D  | 07E6 | 0000_0111_1110_0110 |     2022 |  -26 | 2022 | 2022
43E  | 03C3 | 0000_0011_1100_0011 |      963 |  -61 |  963 |  963
43F  | 7823 | 0111_1000_0010_0011 |    30755 |   35 | -2013 | 30755
440  | 7B63 | 0111_1011_0110_0011 |    31587 | -157 | -1181 | 31587
441  | 04DB | 0000_0100_1101_1011 |     1243 |  219 | 1243 | 1243
442  | 0767 | 0000_0111_0110_0111 |     1895 | -153 | 1895 | 1895
443  | 0361 | 0000_0011_0110_0001 |      865 | -159 |  865 |  865
444  | 005F | 0000_0000_0101_1111 |       95 |   95 |   95 |   95
445  | 0B7F | 0000_1011_0111_1111 |     2943 | -129 | -1153 | 2943
446  | 7C27 | 0111_1100_0010_0111 |    31783 |   39 | -985 | 31783
447  | 0083 | 0000_0000_1000_0011 |      131 |  131 |  131 |  131
448  | 079E | 0000_0111_1001_1110 |     1950 |  -98 | 1950 | 1950
449  | 00A0 | 0000_0000_1010_0000 |      160 |  160 |  160 |  160
44A  | 7BFC | 0111_1011_1111_1100 |    31740 |   -4 | -1028 | 31740
44B  | 7CC0 | 0111_1100_1100_0000 |    31936 |  192 | -832 | 31936
44C  | 08FC | 0000_1000_1111_1100 |     2300 |  252 | -1796 | 2300
44D  | 7820 | 0111_1000_0010_0000 |    30752 |   32 | -2016 | 30752
44E  | 7861 | 0111_1000_0110_0001 |    30817 |   97 | -1951 | 30817
44F  | 7C9B | 0111_1100_1001_1011 |    31899 |  155 | -869 | 31899
450  | 0BFB | 0000_1011_1111_1011 |     3067 |   -5 | -1029 | 3067
451  | 0423 | 0000_0100_0010_0011 |     1059 |   35 | 1059 | 1059
452  | 0885 | 0000_1000_1000_0101 |     2181 |  133 | -1915 | 2181
453  | 037A | 0000_0011_0111_1010 |      890 | -134 |  890 |  890
454  | 78E5 | 0111_1000_1110_0101 |    30949 |  229 | -1819 | 30949
455  | 0382 | 0000_0011_1000_0010 |      898 | -126 |  898 |  898
456  | 04DB | 0000_0100_1101_1011 |     1243 |  219 | 1243 | 1243
457  | 001B | 0000_0000_0001_1011 |       27 |   27 |   27 |   27
458  | 0BDD | 0000_1011_1101_1101 |     3037 |  -35 | -1059 | 3037
459  | 03BD | 0000_0011_1011_1101 |      957 |  -67 |  957 |  957
45A  | 04BA | 0000_0100_1011_1010 |     1210 |  186 | 1210 | 1210
45B  | 0784 | 0000_0111_1000_0100 |     1924 | -124 | 1924 | 1924
45C  | 0402 | 0000_0100_0000_0010 |     1026 |    2 | 1026 | 1026
45D  | 0B25 | 0000_1011_0010_0101 |     2853 | -219 | -1243 | 2853
45E  | 04DE | 0000_0100_1101_1110 |     1246 |  222 | 1246 | 1246
45F  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
460  | 073E | 0000_0111_0011_1110 |     1854 | -194 | 1854 | 1854
461  | 0019 | 0000_0000_0001_1001 |       25 |   25 |   25 |   25
462  | 039D | 0000_0011_1001_1101 |      925 |  -99 |  925 |  925
463  | 0021 | 0000_0000_0010_0001 |       33 |   33 |   33 |   33
464  | 08C4 | 0000_1000_1100_0100 |     2244 |  196 | -1852 | 2244
465  | 0062 | 0000_0000_0110_0010 |       98 |   98 |   98 |   98
466  | 0BA6 | 0000_1011_1010_0110 |     2982 |  -90 | -1114 | 2982
467  | 0B7A | 0000_1011_0111_1010 |     2938 | -134 | -1158 | 2938
468  | 0439 | 0000_0100_0011_1001 |     1081 |   57 | 1081 | 1081
469  | 7866 | 0111_1000_0110_0110 |    30822 |  102 | -1946 | 30822
46A  | 04C2 | 0000_0100_1100_0010 |     1218 |  194 | 1218 | 1218
46B  | 04C5 | 0000_0100_1100_0101 |     1221 |  197 | 1221 | 1221
46C  | 0823 | 0000_1000_0010_0011 |     2083 |   35 | -2013 | 2083
46D  | 0B81 | 0000_1011_1000_0001 |     2945 | -127 | -1151 | 2945
46E  | 0062 | 0000_0000_0110_0010 |       98 |   98 |   98 |   98
46F  | 0381 | 0000_0011_1000_0001 |      897 | -127 |  897 |  897
470  | 0487 | 0000_0100_1000_0111 |     1159 |  135 | 1159 | 1159
471  | 7C01 | 0111_1100_0000_0001 |    31745 |    1 | -1023 | 31745
472  | 7F5E | 0111_1111_0101_1110 |    32606 | -162 | -162 | 32606
473  | 0027 | 0000_0000_0010_0111 |       39 |   39 |   39 |   39
474  | 7CA0 | 0111_1100_1010_0000 |    31904 |  160 | -864 | 31904
475  | 00C6 | 0000_0000_1100_0110 |      198 |  198 |  198 |  198
476  | 0BC3 | 0000_1011_1100_0011 |     3011 |  -61 | -1085 | 3011
477  | 0427 | 0000_0100_0010_0111 |     1063 |   39 | 1063 | 1063
478  | 7805 | 0111_1000_0000_0101 |    30725 |    5 | -2043 | 30725
479  | 04F9 | 0000_0100_1111_1001 |     1273 |  249 | 1273 | 1273
47A  | 00E2 | 0000_0000_1110_0010 |      226 |  226 |  226 |  226
47B  | 03FC | 0000_0011_1111_1100 |     1020 |   -4 | 1020 | 1020
47C  | 04B9 | 0000_0100_1011_1001 |     1209 |  185 | 1209 | 1209
47D  | 00C0 | 0000_0000_1100_0000 |      192 |  192 |  192 |  192
47E  | 7F39 | 0111_1111_0011_1001 |    32569 | -199 | -199 | 32569
47F  | 7CDB | 0111_1100_1101_1011 |    31963 |  219 | -805 | 31963
480  | 0085 | 0000_0000_1000_0101 |      133 |  133 |  133 |  133
481  | 037C | 0000_0011_0111_1100 |      892 | -132 |  892 |  892
482  | 7C67 | 0111_1100_0110_0111 |    31847 |  103 | -921 | 31847
483  | 00C7 | 0000_0000_1100_0111 |      199 |  199 |  199 |  199
484  | 0347 | 0000_0011_0100_0111 |      839 | -185 |  839 |  839
485  | 07A0 | 0000_0111_1010_0000 |     1952 |  -96 | 1952 | 1952
486  | 78FE | 0111_1000_1111_1110 |    30974 |  254 | -1794 | 30974
487  | 7FA6 | 0111_1111_1010_0110 |    32678 |  -90 |  -90 | 32678
488  | 07A2 | 0000_0111_1010_0010 |     1954 |  -94 | 1954 | 1954
489  | 7B84 | 0111_1011_1000_0100 |    31620 | -124 | -1148 | 31620
48A  | 03BF | 0000_0011_1011_1111 |      959 |  -65 |  959 |  959
48B  | 0366 | 0000_0011_0110_0110 |      870 | -154 |  870 |  870
48C  | 0480 | 0000_0100_1000_0000 |     1152 |  128 | 1152 | 1152
48D  | 033A | 0000_0011_0011_1010 |      826 | -198 |  826 |  826
48E  | 0BA5 | 0000_1011_1010_0101 |     2981 |  -91 | -1115 | 2981
48F  | 04A2 | 0000_0100_1010_0010 |     1186 |  162 | 1186 | 1186
490  | 7826 | 0111_1000_0010_0110 |    30758 |   38 | -2010 | 30758
491  | 04A3 | 0000_0100_1010_0011 |     1187 |  163 | 1187 | 1187
492  | 7C20 | 0111_1100_0010_0000 |    31776 |   32 | -992 | 31776
493  | 079B | 0000_0111_1001_1011 |     1947 | -101 | 1947 | 1947
494  | 037F | 0000_0011_0111_1111 |      895 | -129 |  895 |  895
495  | 033B | 0000_0011_0011_1011 |      827 | -197 |  827 |  827
496  | 0B47 | 0000_1011_0100_0111 |     2887 | -185 | -1209 | 2887
497  | 081F | 0000_1000_0001_1111 |     2079 |   31 | -2017 | 2079
498  | 0B26 | 0000_1011_0010_0110 |     2854 | -218 | -1242 | 2854
499  | 7803 | 0111_1000_0000_0011 |    30723 |    3 | -2045 | 30723
49A  | 08A7 | 0000_1000_1010_0111 |     2215 |  167 | -1881 | 2215
49B  | 7BE4 | 0111_1011_1110_0100 |    31716 |  -28 | -1052 | 31716
49C  | 08E5 | 0000_1000_1110_0101 |     2277 |  229 | -1819 | 2277
49D  | 781A | 0111_1000_0001_1010 |    30746 |   26 | -2022 | 30746
49E  | 0482 | 0000_0100_1000_0010 |     1154 |  130 | 1154 | 1154
49F  | 07DE | 0000_0111_1101_1110 |     2014 |  -34 | 2014 | 2014
4A0  | 009B | 0000_0000_1001_1011 |      155 |  155 |  155 |  155
4A1  | 78DB | 0111_1000_1101_1011 |    30939 |  219 | -1829 | 30939
4A2  | 7CE7 | 0111_1100_1110_0111 |    31975 |  231 | -793 | 31975
4A3  | 00E1 | 0000_0000_1110_0001 |      225 |  225 |  225 |  225
4A4  | 043F | 0000_0100_0011_1111 |     1087 |   63 | 1087 | 1087
4A5  | 7B7D | 0111_1011_0111_1101 |    31613 | -131 | -1155 | 31613
4A6  | 0844 | 0000_1000_0100_0100 |     2116 |   68 | -1980 | 2116
4A7  | 7F82 | 0111_1111_1000_0010 |    32642 | -126 | -126 | 32642
4A8  | 04BF | 0000_0100_1011_1111 |     1215 |  191 | 1215 | 1215
4A9  | 03C1 | 0000_0011_1100_0001 |      961 |  -63 |  961 |  961
4AA  | 7819 | 0111_1000_0001_1001 |    30745 |   25 | -2023 | 30745
4AB  | 7FBF | 0111_1111_1011_1111 |    32703 |  -65 |  -65 | 32703
4AC  | 7B7E | 0111_1011_0111_1110 |    31614 | -130 | -1154 | 31614
4AD  | 0BC2 | 0000_1011_1100_0010 |     3010 |  -62 | -1086 | 3010
4AE  | 0386 | 0000_0011_1000_0110 |      902 | -122 |  902 |  902
4AF  | 7824 | 0111_1000_0010_0100 |    30756 |   36 | -2012 | 30756
4B0  | 04A1 | 0000_0100_1010_0001 |     1185 |  161 | 1185 | 1185
4B1  | 0379 | 0000_0011_0111_1001 |      889 | -135 |  889 |  889
4B2  | 0785 | 0000_0111_1000_0101 |     1925 | -123 | 1925 | 1925
4B3  | 7BFC | 0111_1011_1111_1100 |    31740 |   -4 | -1028 | 31740
4B4  | 03E1 | 0000_0011_1110_0001 |      993 |  -31 |  993 |  993
4B5  | 049C | 0000_0100_1001_1100 |     1180 |  156 | 1180 | 1180
4B6  | 0882 | 0000_1000_1000_0010 |     2178 |  130 | -1918 | 2178
4B7  | 0B9B | 0000_1011_1001_1011 |     2971 | -101 | -1125 | 2971
4B8  | 7BC1 | 0111_1011_1100_0001 |    31681 |  -63 | -1087 | 31681
4B9  | 0085 | 0000_0000_1000_0101 |      133 |  133 |  133 |  133
4BA  | 7CBA | 0111_1100_1011_1010 |    31930 |  186 | -838 | 31930
4BB  | 0367 | 0000_0011_0110_0111 |      871 | -153 |  871 |  871
4BC  | 0BDC | 0000_1011_1101_1100 |     3036 |  -36 | -1060 | 3036
4BD  | 0487 | 0000_0100_1000_0111 |     1159 |  135 | 1159 | 1159
4BE  | 7F5E | 0111_1111_0101_1110 |    32606 | -162 | -162 | 32606
4BF  | 781A | 0111_1000_0001_1010 |    30746 |   26 | -2022 | 30746
4C0  | 7F47 | 0111_1111_0100_0111 |    32583 | -185 | -185 | 32583
4C1  | 7860 | 0111_1000_0110_0000 |    30816 |   96 | -1952 | 30816
4C2  | 7FE0 | 0111_1111_1110_0000 |    32736 |  -32 |  -32 | 32736
4C3  | 7839 | 0111_1000_0011_1001 |    30777 |   57 | -1991 | 30777
4C4  | 7B24 | 0111_1011_0010_0100 |    31524 | -220 | -1244 | 31524
4C5  | 7C1B | 0111_1100_0001_1011 |    31771 |   27 | -997 | 31771
4C6  | 7FE2 | 0111_1111_1110_0010 |    32738 |  -30 |  -30 | 32738
4C7  | 7BC1 | 0111_1011_1100_0001 |    31681 |  -63 | -1087 | 31681
4C8  | 0BDD | 0000_1011_1101_1101 |     3037 |  -35 | -1059 | 3037
4C9  | 7FDE | 0111_1111_1101_1110 |    32734 |  -34 |  -34 | 32734
4CA  | 003C | 0000_0000_0011_1100 |       60 |   60 |   60 |   60
4CB  | 0742 | 0000_0111_0100_0010 |     1858 | -190 | 1858 | 1858
4CC  | 7B3A | 0111_1011_0011_1010 |    31546 | -198 | -1222 | 31546
4CD  | 78A3 | 0111_1000_1010_0011 |    30883 |  163 | -1885 | 30883
4CE  | 0480 | 0000_0100_1000_0000 |     1152 |  128 | 1152 | 1152
4CF  | 0BC3 | 0000_1011_1100_0011 |     3011 |  -61 | -1085 | 3011
4D0  | 0445 | 0000_0100_0100_0101 |     1093 |   69 | 1093 | 1093
4D1  | 7C7E | 0111_1100_0111_1110 |    31870 |  126 | -898 | 31870
4D2  | 041D | 0000_0100_0001_1101 |     1053 |   29 | 1053 | 1053
4D3  | 7B61 | 0111_1011_0110_0001 |    31585 | -159 | -1183 | 31585
4D4  | 0499 | 0000_0100_1001_1001 |     1177 |  153 | 1177 | 1177
4D5  | 005D | 0000_0000_0101_1101 |       93 |   93 |   93 |   93
4D6  | 7F3E | 0111_1111_0011_1110 |    32574 | -194 | -194 | 32574
4D7  | 043D | 0000_0100_0011_1101 |     1085 |   61 | 1085 | 1085
4D8  | 78BE | 0111_1000_1011_1110 |    30910 |  190 | -1858 | 30910
4D9  | 7CBE | 0111_1100_1011_1110 |    31934 |  190 | -834 | 31934
4DA  | 7B3F | 0111_1011_0011_1111 |    31551 | -193 | -1217 | 31551
4DB  | 0B7C | 0000_1011_0111_1100 |     2940 | -132 | -1156 | 2940
4DC  | 0006 | 0000_0000_0000_0110 |        6 |    6 |    6 |    6
4DD  | 08C3 | 0000_1000_1100_0011 |     2243 |  195 | -1853 | 2243
4DE  | 0366 | 0000_0011_0110_0110 |      870 | -154 |  870 |  870
4DF  | 04A6 | 0000_0100_1010_0110 |     1190 |  166 | 1190 | 1190
4E0  | 7F86 | 0111_1111_1000_0110 |    32646 | -122 | -122 | 32646
4E1  | 0407 | 0000_0100_0000_0111 |     1031 |    7 | 1031 | 1031
4E2  | 0320 | 0000_0011_0010_0000 |      800 | -224 |  800 |  800
4E3  | 00BF | 0000_0000_1011_1111 |      191 |  191 |  191 |  191
4E4  | 00A1 | 0000_0000_1010_0001 |      161 |  161 |  161 |  161
4E5  | 7BDF | 0111_1011_1101_1111 |    31711 |  -33 | -1057 | 31711
4E6  | 7F3B | 0111_1111_0011_1011 |    32571 | -197 | -197 | 32571
4E7  | 04DB | 0000_0100_1101_1011 |     1243 |  219 | 1243 | 1243
4E8  | 0727 | 0000_0111_0010_0111 |     1831 | -217 | 1831 | 1831
4E9  | 08C0 | 0000_1000_1100_0000 |     2240 |  192 | -1856 | 2240
4EA  | 001D | 0000_0000_0001_1101 |       29 |   29 |   29 |   29
4EB  | 007C | 0000_0000_0111_1100 |      124 |  124 |  124 |  124
4EC  | 0380 | 0000_0011_1000_0000 |      896 | -128 |  896 |  896
4ED  | 0487 | 0000_0100_1000_0111 |     1159 |  135 | 1159 | 1159
4EE  | 0B3E | 0000_1011_0011_1110 |     2878 | -194 | -1218 | 2878
4EF  | 785A | 0111_1000_0101_1010 |    30810 |   90 | -1958 | 30810
4F0  | 7FFC | 0111_1111_1111_1100 |    32764 |   -4 |   -4 | 32764
4F1  | 7BA4 | 0111_1011_1010_0100 |    31652 |  -92 | -1116 | 31652
4F2  | 07A3 | 0000_0111_1010_0011 |     1955 |  -93 | 1955 | 1955
4F3  | 033C | 0000_0011_0011_1100 |      828 | -196 |  828 |  828
4F4  | 7CC7 | 0111_1100_1100_0111 |    31943 |  199 | -825 | 31943
4F5  | 045E | 0000_0100_0101_1110 |     1118 |   94 | 1118 | 1118
4F6  | 047E | 0000_0100_0111_1110 |     1150 |  126 | 1150 | 1150
4F7  | 07D9 | 0000_0111_1101_1001 |     2009 |  -39 | 2009 | 2009
4F8  | 7CC6 | 0111_1100_1100_0110 |    31942 |  198 | -826 | 31942
4F9  | 7C20 | 0111_1100_0010_0000 |    31776 |   32 | -992 | 31776
4FA  | 083E | 0000_1000_0011_1110 |     2110 |   62 | -1986 | 2110
4FB  | 081B | 0000_1000_0001_1011 |     2075 |   27 | -2021 | 2075
4FC  | 7BA6 | 0111_1011_1010_0110 |    31654 |  -90 | -1114 | 31654
4FD  | 7F21 | 0111_1111_0010_0001 |    32545 | -223 | -223 | 32545
4FE  | 7C3A | 0111_1100_0011_1010 |    31802 |   58 | -966 | 31802
4FF  | 7F27 | 0111_1111_0010_0111 |    32551 | -217 | -217 | 32551
500  | 0803 | 0000_1000_0000_0011 |     2051 |    3 | -2045 | 2051
501  | 07A0 | 0000_0111_1010_0000 |     1952 |  -96 | 1952 | 1952
502  | 0362 | 0000_0011_0110_0010 |      866 | -158 |  866 |  866
503  | 087B | 0000_1000_0111_1011 |     2171 |  123 | -1925 | 2171
504  | 7FE5 | 0111_1111_1110_0101 |    32741 |  -27 |  -27 | 32741
505  | 0BE4 | 0000_1011_1110_0100 |     3044 |  -28 | -1052 | 3044
506  | 783D | 0111_1000_0011_1101 |    30781 |   61 | -1987 | 30781
507  | 7FFE | 0111_1111_1111_1110 |    32766 |   -2 |   -2 | 32766
508  | 78A2 | 0111_1000_1010_0010 |    30882 |  162 | -1886 | 30882
509  | 7C7E | 0111_1100_0111_1110 |    31870 |  126 | -898 | 31870
50A  | 08DC | 0000_1000_1101_1100 |     2268 |  220 | -1828 | 2268
50B  | 077B | 0000_0111_0111_1011 |     1915 | -133 | 1915 | 1915
50C  | 007C | 0000_0000_0111_1100 |      124 |  124 |  124 |  124
50D  | 78B9 | 0111_1000_1011_1001 |    30905 |  185 | -1863 | 30905
50E  | 08FC | 0000_1000_1111_1100 |     2300 |  252 | -1796 | 2300
50F  | 04D9 | 0000_0100_1101_1001 |     1241 |  217 | 1241 | 1241
510  | 08A4 | 0000_1000_1010_0100 |     2212 |  164 | -1884 | 2212
511  | 7B27 | 0111_1011_0010_0111 |    31527 | -217 | -1241 | 31527
512  | 0019 | 0000_0000_0001_1001 |       25 |   25 |   25 |   25
513  | 0882 | 0000_1000_1000_0010 |     2178 |  130 | -1918 | 2178
514  | 7F66 | 0111_1111_0110_0110 |    32614 | -154 | -154 | 32614
515  | 049E | 0000_0100_1001_1110 |     1182 |  158 | 1182 | 1182
516  | 081D | 0000_1000_0001_1101 |     2077 |   29 | -2019 | 2077
517  | 0406 | 0000_0100_0000_0110 |     1030 |    6 | 1030 | 1030
518  | 7CA3 | 0111_1100_1010_0011 |    31907 |  163 | -861 | 31907
519  | 03A7 | 0000_0011_1010_0111 |      935 |  -89 |  935 |  935
51A  | 00BC | 0000_0000_1011_1100 |      188 |  188 |  188 |  188
51B  | 7C85 | 0111_1100_1000_0101 |    31877 |  133 | -891 | 31877
51C  | 04A3 | 0000_0100_1010_0011 |     1187 |  163 | 1187 | 1187
51D  | 0B3B | 0000_1011_0011_1011 |     2875 | -197 | -1221 | 2875
51E  | 7CB9 | 0111_1100_1011_1001 |    31929 |  185 | -839 | 31929
51F  | 785E | 0111_1000_0101_1110 |    30814 |   94 | -1954 | 30814
520  | 07FA | 0000_0111_1111_1010 |     2042 |   -6 | 2042 | 2042
521  | 0080 | 0000_0000_1000_0000 |      128 |  128 |  128 |  128
522  | 7C42 | 0111_1100_0100_0010 |    31810 |   66 | -958 | 31810
523  | 03BD | 0000_0011_1011_1101 |      957 |  -67 |  957 |  957
524  | 041F | 0000_0100_0001_1111 |     1055 |   31 | 1055 | 1055
525  | 0022 | 0000_0000_0010_0010 |       34 |   34 |   34 |   34
526  | 7C64 | 0111_1100_0110_0100 |    31844 |  100 | -924 | 31844
527  | 04DA | 0000_0100_1101_1010 |     1242 |  218 | 1242 | 1242
528  | 7BE5 | 0111_1011_1110_0101 |    31717 |  -27 | -1051 | 31717
529  | 7CC0 | 0111_1100_1100_0000 |    31936 |  192 | -832 | 31936
52A  | 08BA | 0000_1000_1011_1010 |     2234 |  186 | -1862 | 2234
52B  | 7CFC | 0111_1100_1111_1100 |    31996 |  252 | -772 | 31996
52C  | 07F9 | 0000_0111_1111_1001 |     2041 |   -7 | 2041 | 2041
52D  | 7F27 | 0111_1111_0010_0111 |    32551 | -217 | -217 | 32551
52E  | 78FD | 0111_1000_1111_1101 |    30973 |  253 | -1795 | 30973
52F  | 7B81 | 0111_1011_1000_0001 |    31617 | -127 | -1151 | 31617
530  | 0B59 | 0000_1011_0101_1001 |     2905 | -167 | -1191 | 2905
531  | 0341 | 0000_0011_0100_0001 |      833 | -191 |  833 |  833
532  | 0743 | 0000_0111_0100_0011 |     1859 | -189 | 1859 | 1859
533  | 0787 | 0000_0111_1000_0111 |     1927 | -121 | 1927 | 1927
534  | 00C0 | 0000_0000_1100_0000 |      192 |  192 |  192 |  192
535  | 7B3E | 0111_1011_0011_1110 |    31550 | -194 | -1218 | 31550
536  | 78FF | 0111_1000_1111_1111 |    30975 |  255 | -1793 | 30975
537  | 7F9B | 0111_1111_1001_1011 |    32667 | -101 | -101 | 32667
538  | 0B46 | 0000_1011_0100_0110 |     2886 | -186 | -1210 | 2886
539  | 0BA7 | 0000_1011_1010_0111 |     2983 |  -89 | -1113 | 2983
53A  | 0B79 | 0000_1011_0111_1001 |     2937 | -135 | -1159 | 2937
53B  | 7CFD | 0111_1100_1111_1101 |    31997 |  253 | -771 | 31997
53C  | 0886 | 0000_1000_1000_0110 |     2182 |  134 | -1914 | 2182
53D  | 0004 | 0000_0000_0000_0100 |        4 |    4 |    4 |    4
53E  | 7F84 | 0111_1111_1000_0100 |    32644 | -124 | -124 | 32644
53F  | 033A | 0000_0011_0011_1010 |      826 | -198 |  826 |  826
540  | 7F26 | 0111_1111_0010_0110 |    32550 | -218 | -218 | 32550
541  | 089D | 0000_1000_1001_1101 |     2205 |  157 | -1891 | 2205
542  | 0040 | 0000_0000_0100_0000 |       64 |   64 |   64 |   64
543  | 0363 | 0000_0011_0110_0011 |      867 | -157 |  867 |  867
544  | 00E1 | 0000_0000_1110_0001 |      225 |  225 |  225 |  225
545  | 7C3A | 0111_1100_0011_1010 |    31802 |   58 | -966 | 31802
546  | 07E4 | 0000_0111_1110_0100 |     2020 |  -28 | 2020 | 2020
547  | 0B5B | 0000_1011_0101_1011 |     2907 | -165 | -1189 | 2907
548  | 00FB | 0000_0000_1111_1011 |      251 |  251 |  251 |  251
549  | 04B9 | 0000_0100_1011_1001 |     1209 |  185 | 1209 | 1209
54A  | 0820 | 0000_1000_0010_0000 |     2080 |   32 | -2016 | 2080
54B  | 085E | 0000_1000_0101_1110 |     2142 |   94 | -1954 | 2142
54C  | 0344 | 0000_0011_0100_0100 |      836 | -188 |  836 |  836
54D  | 0365 | 0000_0011_0110_0101 |      869 | -155 |  869 |  869
54E  | 7C60 | 0111_1100_0110_0000 |    31840 |   96 | -928 | 31840
54F  | 04A3 | 0000_0100_1010_0011 |     1187 |  163 | 1187 | 1187
550  | 0441 | 0000_0100_0100_0001 |     1089 |   65 | 1089 | 1089
551  | 00DD | 0000_0000_1101_1101 |      221 |  221 |  221 |  221
552  | 0B46 | 0000_1011_0100_0110 |     2886 | -186 | -1210 | 2886
553  | 0364 | 0000_0011_0110_0100 |      868 | -156 |  868 |  868
554  | 0BC6 | 0000_1011_1100_0110 |     3014 |  -58 | -1082 | 3014
555  | 083B | 0000_1000_0011_1011 |     2107 |   59 | -1989 | 2107
556  | 003D | 0000_0000_0011_1101 |       61 |   61 |   61 |   61
557  | 7BFD | 0111_1011_1111_1101 |    31741 |   -3 | -1027 | 31741
558  | 049D | 0000_0100_1001_1101 |     1181 |  157 | 1181 | 1181
559  | 0B7B | 0000_1011_0111_1011 |     2939 | -133 | -1157 | 2939
55A  | 0B83 | 0000_1011_1000_0011 |     2947 | -125 | -1149 | 2947
55B  | 7BC6 | 0111_1011_1100_0110 |    31686 |  -58 | -1082 | 31686
55C  | 7C62 | 0111_1100_0110_0010 |    31842 |   98 | -926 | 31842
55D  | 7BA6 | 0111_1011_1010_0110 |    31654 |  -90 | -1114 | 31654
55E  | 7B5C | 0111_1011_0101_1100 |    31580 | -164 | -1188 | 31580
55F  | 08A1 | 0000_1000_1010_0001 |     2209 |  161 | -1887 | 2209
560  | 07C5 | 0000_0111_1100_0101 |     1989 |  -59 | 1989 | 1989
561  | 7B62 | 0111_1011_0110_0010 |    31586 | -158 | -1182 | 31586
562  | 7CC1 | 0111_1100_1100_0001 |    31937 |  193 | -831 | 31937
563  | 001A | 0000_0000_0001_1010 |       26 |   26 |   26 |   26
564  | 7B40 | 0111_1011_0100_0000 |    31552 | -192 | -1216 | 31552
565  | 7B20 | 0111_1011_0010_0000 |    31520 | -224 | -1248 | 31520
566  | 7C3F | 0111_1100_0011_1111 |    31807 |   63 | -961 | 31807
567  | 04C0 | 0000_0100_1100_0000 |     1216 |  192 | 1216 | 1216
568  | 7886 | 0111_1000_1000_0110 |    30854 |  134 | -1914 | 30854
569  | 7B7B | 0111_1011_0111_1011 |    31611 | -133 | -1157 | 31611
56A  | 0465 | 0000_0100_0110_0101 |     1125 |  101 | 1125 | 1125
56B  | 7F3E | 0111_1111_0011_1110 |    32574 | -194 | -194 | 32574
56C  | 7BF9 | 0111_1011_1111_1001 |    31737 |   -7 | -1031 | 31737
56D  | 04BF | 0000_0100_1011_1111 |     1215 |  191 | 1215 | 1215
56E  | 78E7 | 0111_1000_1110_0111 |    30951 |  231 | -1817 | 30951
56F  | 0047 | 0000_0000_0100_0111 |       71 |   71 |   71 |   71
570  | 0BB9 | 0000_1011_1011_1001 |     3001 |  -71 | -1095 | 3001
571  | 03A1 | 0000_0011_1010_0001 |      929 |  -95 |  929 |  929
572  | 78D9 | 0111_1000_1101_1001 |    30937 |  217 | -1831 | 30937
573  | 7F39 | 0111_1111_0011_1001 |    32569 | -199 | -199 | 32569
574  | 08E7 | 0000_1000_1110_0111 |     2279 |  231 | -1817 | 2279
575  | 00FF | 0000_0000_1111_1111 |      255 |  255 |  255 |  255
